"zone_id","datum","uur","max_availability","avg_availability"
52109,2024-08-22,4,7,7
52109,2024-08-22,5,7,7
52109,2024-08-22,6,7,7
52109,2024-08-22,7,6,6
52109,2024-08-22,8,7,7
52109,2024-08-22,9,7,7
52109,2024-08-22,10,6,6
52109,2024-08-22,11,6,6
52109,2024-08-22,12,8,8
52109,2024-08-22,13,4,4
52109,2024-08-22,14,4,4
52109,2024-08-22,15,4,4
52109,2024-08-22,16,4,4
52109,2024-08-22,17,4,4
52109,2024-08-22,18,4,4
52109,2024-08-22,19,4,4
52109,2024-08-22,20,4,4
52109,2024-08-22,21,4,4
52109,2024-08-22,22,5,5
52109,2024-08-22,23,6,6
52109,2024-08-23,0,5,5
52109,2024-08-23,1,5,5
52109,2024-08-23,2,5,5
52109,2024-08-23,3,5,5
52109,2024-08-23,4,5,5
52109,2024-08-23,5,5,5
52109,2024-08-23,6,5,5
52109,2024-08-23,7,5,5
52109,2024-08-23,8,4,4
52109,2024-08-23,9,4,4
52109,2024-08-23,10,3,3
52109,2024-08-23,11,3,3
52109,2024-08-23,12,3,3
52109,2024-08-23,13,3,3
52109,2024-08-23,14,4,4
52109,2024-08-23,15,4,4
52109,2024-08-23,16,5,5
52109,2024-08-23,17,4,4
52109,2024-08-23,18,4,4
52109,2024-08-23,19,4,4
52109,2024-08-23,20,4,4
52109,2024-08-23,21,4,4
52109,2024-08-23,22,3,3
52109,2024-08-23,23,4,4
52109,2024-08-24,0,4,4
52109,2024-08-24,1,4,4
52109,2024-08-24,2,4,4
52109,2024-08-24,3,4,4
52109,2024-08-24,4,3,3
52109,2024-08-24,5,3,3
52109,2024-08-24,6,3,3
52109,2024-08-24,7,3,3
52109,2024-08-24,8,3,3
52109,2024-08-24,9,2,2
52109,2024-08-24,10,2,2
52109,2024-08-24,11,2,2
52109,2024-08-24,12,2,2
52109,2024-08-24,13,2,2
52109,2024-08-24,14,4,4
52109,2024-08-24,15,5,5
52109,2024-08-24,16,5,5
52109,2024-08-24,17,4,4
52109,2024-08-24,18,3,3
52109,2024-08-24,19,3,3
52109,2024-08-24,20,3,3
52109,2024-08-24,21,3,3
52109,2024-08-24,22,3,3
52109,2024-08-24,23,3,3
52109,2024-08-25,0,3,3
52109,2024-08-25,1,3,3
52109,2024-08-25,2,3,3
52109,2024-08-25,3,3,3
52109,2024-08-25,4,3,3
52109,2024-08-25,5,3,3
52109,2024-08-25,6,3,3
52109,2024-08-25,7,3,3
52109,2024-08-25,8,3,3
52109,2024-08-25,9,4,4
52109,2024-08-25,10,4,4
52109,2024-08-25,11,4,4
52109,2024-08-25,12,4,4
52109,2024-08-25,13,4,4
52109,2024-08-25,14,5,5
52109,2024-08-25,15,4,4
52109,2024-08-25,16,4,4
52109,2024-08-25,17,4,4
52109,2024-08-25,18,4,4
52109,2024-08-25,19,4,4
52109,2024-08-25,20,4,4
52109,2024-08-25,21,4,4
52109,2024-08-25,22,4,4
52109,2024-08-25,23,4,4
52109,2024-08-26,0,4,4
52109,2024-08-26,1,4,4
52109,2024-08-26,2,4,4
52109,2024-08-26,3,4,4
52109,2024-08-26,4,4,4
52109,2024-08-26,5,4,4
52109,2024-08-26,6,4,4
52109,2024-08-26,7,4,4
52109,2024-08-26,8,4,4
52109,2024-08-26,9,4,4
52109,2024-08-26,10,4,4
52109,2024-08-26,11,4,4
52109,2024-08-26,12,3,3
52109,2024-08-26,13,2,2
52109,2024-08-26,14,3,3
52109,2024-08-26,15,3,3
52109,2024-08-26,16,3,3
52109,2024-08-26,17,3,3
52109,2024-08-26,18,4,4
52109,2024-08-26,19,4,4
52109,2024-08-26,20,4,4
52109,2024-08-26,21,4,4
52109,2024-08-26,22,4,4
52109,2024-08-26,23,5,5
52109,2024-08-27,0,5,5
52109,2024-08-27,1,5,5
52109,2024-08-27,2,5,5
52109,2024-08-27,3,5,5
52109,2024-08-27,4,5,5
52109,2024-08-27,5,5,5
52109,2024-08-27,6,5,5
52109,2024-08-27,7,5,5
52109,2024-08-27,8,5,5
52109,2024-08-27,9,5,5
52109,2024-08-27,10,5,5
52109,2024-08-27,11,5,5
52109,2024-08-27,12,5,5
52109,2024-08-27,13,5,5
52109,2024-08-27,14,6,6
52109,2024-08-27,15,6,6
52109,2024-08-27,16,6,6
52109,2024-08-27,17,6,6
52109,2024-08-27,18,6,6
52109,2024-08-27,19,5,5
52109,2024-08-27,20,5,5
52109,2024-08-27,21,5,5
52109,2024-08-27,22,5,5
52109,2024-08-27,23,5,5
52109,2024-08-28,0,7,7
52109,2024-08-28,1,5,5
52109,2024-08-28,2,6,6
52109,2024-08-28,3,6,6
52109,2024-08-28,4,6,6
52109,2024-08-28,5,6,6
52109,2024-08-28,6,6,6
52109,2024-08-28,7,6,6
52109,2024-08-28,8,7,7
52109,2024-08-28,9,7,7
52109,2024-08-28,10,7,7
52109,2024-08-28,11,7,7
52109,2024-08-28,12,7,7
52109,2024-08-28,13,7,7
52109,2024-08-28,14,6,6
52109,2024-08-28,15,6,6
52109,2024-08-28,16,7,7
52109,2024-08-28,17,6,6
52109,2024-08-28,18,6,6
52109,2024-08-28,19,6,6
52109,2024-08-28,20,6,6
52109,2024-08-28,21,6,6
52109,2024-08-28,22,5,5
52109,2024-08-28,23,5,5
52109,2024-08-29,0,5,5
52109,2024-08-29,1,5,5
52109,2024-08-29,2,5,5
52109,2024-08-29,3,5,5
52109,2024-08-29,4,5,5
52109,2024-08-29,5,5,5
52109,2024-08-29,6,5,5
52109,2024-08-29,7,5,5
52109,2024-08-29,8,5,5
52109,2024-08-29,9,5,5
52109,2024-08-29,10,5,5
52109,2024-08-29,11,5,5
52109,2024-08-29,12,5,5
52109,2024-08-29,13,5,5
52109,2024-08-29,14,4,4
52109,2024-08-29,15,4,4
52109,2024-08-29,16,3,3
52109,2024-08-29,17,3,3
52109,2024-08-29,18,5,5
52109,2024-08-29,19,6,6
52109,2024-08-29,20,6,6
52109,2024-08-29,21,6,6
52109,2024-08-29,22,6,6
52110,2024-08-05,0,16,16
52110,2024-08-05,1,16,16
52110,2024-08-05,2,16,16
52110,2024-08-05,3,15,15
52110,2024-08-05,4,15,15
52110,2024-08-05,5,15,15
52110,2024-08-05,6,15,15
52110,2024-08-05,7,15,15
52110,2024-08-05,8,15,15
52110,2024-08-05,9,10,10
52110,2024-08-05,10,14,14
52110,2024-08-05,11,14,14
52110,2024-08-05,12,14,14
52110,2024-08-05,13,14,14
52110,2024-08-05,14,14,14
52110,2024-08-05,15,13,13
52110,2024-08-05,16,13,13
52110,2024-08-05,17,13,13
52110,2024-08-05,18,12,12
52110,2024-08-05,19,12,12
52110,2024-08-05,20,12,12
52110,2024-08-05,21,13,13
52110,2024-08-05,22,13,13
52110,2024-08-05,23,13,13
52110,2024-08-06,0,13,13
52110,2024-08-06,1,13,13
52110,2024-08-06,2,13,13
52110,2024-08-06,3,13,13
52110,2024-08-06,4,13,13
52110,2024-08-06,5,12,12
52110,2024-08-06,6,11,11
52110,2024-08-06,7,10,10
52110,2024-08-06,8,11,11
52110,2024-08-06,9,12,12
52110,2024-08-06,10,13,13
52110,2024-08-06,11,12,12
52110,2024-08-06,12,13,13
52110,2024-08-06,13,14,14
52110,2024-08-06,14,12,12
52110,2024-08-06,15,13,13
52110,2024-08-06,16,16,16
52110,2024-08-06,17,15,15
52110,2024-08-06,18,14,14
52110,2024-08-06,19,17,17
52110,2024-08-06,20,18,18
52110,2024-08-06,21,19,19
52110,2024-08-06,22,19,19
52110,2024-08-06,23,19,19
52110,2024-08-07,0,19,19
52110,2024-08-07,1,19,19
52110,2024-08-07,2,19,19
52110,2024-08-07,3,19,19
52110,2024-08-07,4,19,19
52110,2024-08-07,5,18,18
52110,2024-08-07,6,16,16
52110,2024-08-07,7,16,16
52110,2024-08-07,8,18,18
52110,2024-08-07,9,17,17
52110,2024-08-07,10,18,18
52110,2024-08-07,11,17,17
52110,2024-08-07,12,17,17
52110,2024-08-07,13,15,15
52110,2024-08-07,14,16,16
52110,2024-08-07,15,15,15
52110,2024-08-07,16,13,13
52110,2024-08-07,17,13,13
52110,2024-08-07,18,14,14
52110,2024-08-07,19,15,15
52110,2024-08-07,20,16,16
52110,2024-08-07,21,16,16
52110,2024-08-07,22,17,17
52110,2024-08-07,23,17,17
52110,2024-08-08,0,18,18
52110,2024-08-08,1,18,18
52110,2024-08-08,2,18,18
52110,2024-08-08,3,18,18
52110,2024-08-08,4,18,18
52110,2024-08-08,5,18,18
52110,2024-08-08,6,17,17
52110,2024-08-08,7,18,18
52110,2024-08-08,8,19,19
52110,2024-08-08,9,20,20
52110,2024-08-08,10,21,21
52110,2024-08-08,11,22,22
52110,2024-08-08,12,24,24
52110,2024-08-08,13,25,25
52110,2024-08-08,14,23,23
52110,2024-08-08,15,21,21
52110,2024-08-08,16,21,21
52110,2024-08-08,17,21,21
52110,2024-08-08,18,22,22
52110,2024-08-08,19,22,22
52110,2024-08-08,20,23,23
52110,2024-08-08,21,23,23
52110,2024-08-08,22,23,23
52110,2024-08-08,23,23,23
52110,2024-08-09,0,23,23
52110,2024-08-09,1,23,23
52110,2024-08-09,2,23,23
52110,2024-08-09,3,23,23
52110,2024-08-09,4,21,21
52110,2024-08-09,5,22,22
52110,2024-08-09,6,21,21
52110,2024-08-09,7,21,21
52110,2024-08-09,8,21,21
52110,2024-08-09,9,22,22
52110,2024-08-09,10,23,23
52110,2024-08-09,11,23,23
52110,2024-08-09,12,23,23
52110,2024-08-09,13,22,22
52110,2024-08-09,14,22,22
52110,2024-08-09,15,21,21
52110,2024-08-09,16,22,22
52110,2024-08-09,17,19,19
52110,2024-08-09,18,20,20
52110,2024-08-09,19,19,19
52110,2024-08-09,20,19,19
52110,2024-08-09,21,20,20
52110,2024-08-09,22,20,20
52110,2024-08-09,23,20,20
52110,2024-08-10,0,21,21
52110,2024-08-10,1,20,20
52110,2024-08-10,2,20,20
52110,2024-08-10,3,20,20
52110,2024-08-10,4,19,19
52110,2024-08-10,5,19,19
52110,2024-08-10,6,19,19
52110,2024-08-10,7,19,19
52110,2024-08-10,8,19,19
52110,2024-08-10,9,19,19
52110,2024-08-10,10,20,20
52110,2024-08-10,11,17,17
52110,2024-08-10,12,15,15
52110,2024-08-10,13,17,17
52110,2024-08-10,14,16,16
52110,2024-08-10,15,15,15
52110,2024-08-10,16,17,17
52110,2024-08-10,17,17,17
52110,2024-08-10,18,18,18
52110,2024-08-10,19,18,18
52110,2024-08-10,20,18,18
52110,2024-08-10,21,18,18
52110,2024-08-10,22,18,18
52110,2024-08-10,23,20,20
52110,2024-08-11,0,20,20
52110,2024-08-11,1,20,20
52110,2024-08-11,2,20,20
52110,2024-08-11,3,20,20
52110,2024-08-11,4,20,20
52110,2024-08-11,5,19,19
52110,2024-08-11,6,19,19
52110,2024-08-11,7,18,18
52110,2024-08-11,8,18,18
52110,2024-08-11,9,18,18
52110,2024-08-11,10,18,18
52110,2024-08-11,11,17,17
52110,2024-08-11,12,17,17
52110,2024-08-11,13,17,17
52110,2024-08-11,14,17,17
52110,2024-08-11,15,16,16
52110,2024-08-11,16,17,17
52110,2024-08-11,17,16,16
52110,2024-08-11,18,17,17
52110,2024-08-11,19,18,18
52110,2024-08-11,20,19,19
52110,2024-08-11,21,19,19
52110,2024-08-11,22,19,19
52110,2024-08-11,23,20,20
52110,2024-08-12,0,20,20
52110,2024-08-12,1,20,20
52110,2024-08-12,2,20,20
52110,2024-08-12,3,19,19
52110,2024-08-12,4,19,19
52110,2024-08-12,5,18,18
52110,2024-08-12,6,18,18
52110,2024-08-12,7,18,18
52110,2024-08-12,8,18,18
52110,2024-08-12,9,18,18
52110,2024-08-12,10,19,19
52110,2024-08-12,11,19,19
52110,2024-08-12,12,19,19
52110,2024-08-12,13,19,19
52110,2024-08-12,14,20,20
52110,2024-08-12,15,20,20
52110,2024-08-12,16,20,20
52110,2024-08-12,17,20,20
52110,2024-08-12,18,20,20
52110,2024-08-12,19,21,21
52110,2024-08-12,20,20,20
52110,2024-08-12,21,21,21
52110,2024-08-12,22,21,21
52110,2024-08-12,23,20,20
52110,2024-08-13,0,20,20
52110,2024-08-13,1,20,20
52110,2024-08-13,2,20,20
52110,2024-08-13,3,20,20
52110,2024-08-13,4,20,20
52110,2024-08-13,5,19,19
52110,2024-08-13,6,19,19
52110,2024-08-13,7,18,18
52110,2024-08-13,8,18,18
52110,2024-08-13,9,17,17
52110,2024-08-13,10,17,17
52110,2024-08-13,11,17,17
52110,2024-08-13,12,17,17
52110,2024-08-13,13,17,17
52110,2024-08-13,14,15,15
52110,2024-08-13,15,15,15
52110,2024-08-13,16,15,15
52110,2024-08-13,17,15,15
52110,2024-08-13,18,14,14
52110,2024-08-13,19,14,14
52110,2024-08-13,20,14,14
52110,2024-08-13,21,15,15
52110,2024-08-13,22,16,16
52110,2024-08-13,23,16,16
52110,2024-08-14,0,16,16
52110,2024-08-14,1,16,16
52110,2024-08-14,2,16,16
52110,2024-08-14,3,16,16
52110,2024-08-14,4,16,16
52110,2024-08-14,5,15,15
52110,2024-08-14,6,15,15
52110,2024-08-14,7,15,15
52110,2024-08-14,8,15,15
52110,2024-08-14,9,16,16
52110,2024-08-14,10,16,16
52110,2024-08-14,11,16,16
52110,2024-08-14,12,15,15
52110,2024-08-14,13,15,15
52110,2024-08-14,14,15,15
52110,2024-08-14,15,15,15
52110,2024-08-14,16,12,12
52110,2024-08-14,17,12,12
52110,2024-08-14,18,12,12
52110,2024-08-14,19,13,13
52110,2024-08-14,20,13,13
52110,2024-08-14,21,13,13
52110,2024-08-14,22,13,13
52110,2024-08-14,23,14,14
52110,2024-08-15,0,14,14
52110,2024-08-15,1,14,14
52110,2024-08-15,2,13,13
52110,2024-08-15,3,13,13
52110,2024-08-15,4,13,13
52110,2024-08-15,5,13,13
52110,2024-08-15,6,13,13
52110,2024-08-15,7,12,12
52110,2024-08-15,8,12,12
52110,2024-08-15,9,11,11
52110,2024-08-15,10,11,11
52110,2024-08-15,11,11,11
52110,2024-08-15,12,12,12
52110,2024-08-15,13,12,12
52110,2024-08-15,14,12,12
52110,2024-08-15,15,14,14
52110,2024-08-15,16,14,14
52110,2024-08-15,17,16,16
52110,2024-08-15,18,14,14
52110,2024-08-15,19,15,15
52110,2024-08-15,20,16,16
52110,2024-08-15,21,17,17
52110,2024-08-15,22,17,17
52110,2024-08-15,23,17,17
52110,2024-08-16,0,18,18
52110,2024-08-16,1,17,17
52110,2024-08-16,2,16,16
52110,2024-08-16,3,16,16
52110,2024-08-16,4,16,16
52110,2024-08-16,5,16,16
52110,2024-08-16,6,15,15
52110,2024-08-16,7,15,15
52110,2024-08-16,8,15,15
52110,2024-08-16,9,15,15
52110,2024-08-16,10,15,15
52110,2024-08-16,11,15,15
52110,2024-08-16,12,15,15
52110,2024-08-16,13,15,15
52110,2024-08-16,14,15,15
52110,2024-08-16,15,15,15
52110,2024-08-16,16,16,16
52110,2024-08-16,17,14,14
52110,2024-08-16,18,13,13
52110,2024-08-16,19,12,12
52110,2024-08-16,20,12,12
52110,2024-08-16,21,12,12
52110,2024-08-16,22,12,12
52110,2024-08-16,23,14,14
52110,2024-08-17,0,14,14
52110,2024-08-17,1,14,14
52110,2024-08-17,2,14,14
52110,2024-08-17,3,14,14
52110,2024-08-17,4,13,13
52110,2024-08-17,5,12,12
52110,2024-08-17,6,12,12
52110,2024-08-17,7,12,12
52110,2024-08-17,8,12,12
52110,2024-08-17,9,12,12
52110,2024-08-17,10,12,12
52110,2024-08-17,11,12,12
52110,2024-08-17,12,11,11
52110,2024-08-17,13,13,13
52110,2024-08-17,14,13,13
52110,2024-08-17,15,11,11
52110,2024-08-17,16,12,12
52110,2024-08-17,17,12,12
52110,2024-08-17,18,11,11
52110,2024-08-17,19,11,11
52110,2024-08-17,20,11,11
52110,2024-08-17,21,11,11
52110,2024-08-17,22,11,11
52110,2024-08-17,23,12,12
52110,2024-08-18,0,12,12
52110,2024-08-18,1,12,12
52110,2024-08-18,2,12,12
52110,2024-08-18,3,12,12
52110,2024-08-18,4,13,13
52110,2024-08-18,5,13,13
52110,2024-08-18,6,12,12
52110,2024-08-18,7,12,12
52110,2024-08-18,8,12,12
52110,2024-08-18,9,12,12
52110,2024-08-18,10,13,13
52110,2024-08-18,11,12,12
52110,2024-08-18,12,11,11
52110,2024-08-18,13,11,11
52110,2024-08-18,14,11,11
52110,2024-08-18,15,11,11
52110,2024-08-18,16,11,11
52110,2024-08-18,17,11,11
52110,2024-08-18,18,11,11
52110,2024-08-18,19,11,11
52110,2024-08-18,20,11,11
52110,2024-08-18,21,11,11
52110,2024-08-18,22,11,11
52110,2024-08-18,23,11,11
52110,2024-08-19,0,11,11
52110,2024-08-19,1,11,11
52110,2024-08-19,2,11,11
52110,2024-08-19,3,11,11
52110,2024-08-19,4,11,11
52110,2024-08-19,5,11,11
52110,2024-08-19,6,11,11
52110,2024-08-19,7,11,11
52110,2024-08-19,8,11,11
52110,2024-08-19,9,10,10
52110,2024-08-19,10,10,10
52110,2024-08-19,11,10,10
52110,2024-08-19,12,10,10
52110,2024-08-19,13,10,10
52110,2024-08-19,14,11,11
52110,2024-08-19,15,12,12
52110,2024-08-19,16,13,13
52110,2024-08-19,17,12,12
52110,2024-08-19,18,12,12
52110,2024-08-19,19,12,12
52110,2024-08-19,20,12,12
52110,2024-08-19,21,13,13
52110,2024-08-19,22,13,13
52110,2024-08-19,23,13,13
52110,2024-08-20,0,13,13
52110,2024-08-20,1,13,13
52110,2024-08-20,2,12,12
52110,2024-08-20,3,12,12
52110,2024-08-20,4,12,12
52110,2024-08-20,5,12,12
52110,2024-08-20,6,11,11
52110,2024-08-20,7,10,10
52110,2024-08-20,8,10,10
52110,2024-08-20,9,11,11
52110,2024-08-20,10,10,10
52110,2024-08-20,11,10,10
52110,2024-08-20,12,10,10
52110,2024-08-20,13,10,10
52110,2024-08-20,14,9,9
52110,2024-08-20,15,9,9
52110,2024-08-20,16,9,9
52110,2024-08-20,17,9,9
52110,2024-08-20,18,11,11
52110,2024-08-20,19,11,11
52110,2024-08-20,20,11,11
52110,2024-08-20,21,11,11
52110,2024-08-20,22,11,11
52110,2024-08-20,23,11,11
52110,2024-08-21,0,11,11
52110,2024-08-21,1,11,11
52110,2024-08-21,2,11,11
52110,2024-08-21,3,10,10
52110,2024-08-21,4,10,10
52110,2024-08-21,5,10,10
52110,2024-08-21,6,10,10
52110,2024-08-21,7,10,10
52110,2024-08-21,8,10,10
52110,2024-08-21,9,10,10
52110,2024-08-21,10,10,10
52110,2024-08-21,11,10,10
52110,2024-08-21,12,7,7
52110,2024-08-21,13,7,7
52110,2024-08-21,14,6,6
52110,2024-08-21,15,7,7
52110,2024-08-21,16,7,7
52110,2024-08-21,17,7,7
52110,2024-08-21,18,6,6
52110,2024-08-21,19,6,6
52110,2024-08-21,20,7,7
52110,2024-08-21,21,7,7
52110,2024-08-21,22,7,7
52110,2024-08-21,23,7,7
52110,2024-08-22,0,7,7
52110,2024-08-22,1,7,7
52110,2024-08-22,2,7,7
52110,2024-08-22,3,7,7
52110,2024-08-22,4,7,7
52110,2024-08-22,5,7,7
52110,2024-08-22,6,7,7
52110,2024-08-22,7,7,7
52110,2024-08-22,8,2,2
52110,2024-08-22,9,2,2
52110,2024-08-22,10,2,2
52110,2024-08-22,11,2,2
52110,2024-08-22,12,3,3
52110,2024-08-22,13,3,3
52110,2024-08-22,14,4,4
52110,2024-08-22,15,4,4
52110,2024-08-22,16,3,3
52110,2024-08-22,17,2,2
52110,2024-08-22,18,2,2
52110,2024-08-22,19,3,3
52110,2024-08-22,20,3,3
52110,2024-08-22,21,3,3
52110,2024-08-22,22,3,3
52110,2024-08-22,23,3,3
52110,2024-08-23,0,3,3
52110,2024-08-23,1,3,3
52110,2024-08-23,2,3,3
52110,2024-08-23,3,3,3
52110,2024-08-23,4,3,3
52110,2024-08-23,5,3,3
52110,2024-08-23,6,3,3
52110,2024-08-23,7,3,3
52110,2024-08-23,8,3,3
52110,2024-08-23,9,3,3
52110,2024-08-23,10,3,3
52110,2024-08-23,11,3,3
52110,2024-08-23,12,3,3
52110,2024-08-23,13,3,3
52110,2024-08-23,14,2,2
52110,2024-08-23,15,2,2
52110,2024-08-23,16,2,2
52110,2024-08-23,17,3,3
52110,2024-08-23,18,2,2
52110,2024-08-23,19,2,2
52110,2024-08-23,20,2,2
52110,2024-08-23,21,2,2
52110,2024-08-23,22,1,1
52110,2024-08-23,23,1,1
52110,2024-08-24,0,1,1
52110,2024-08-24,1,1,1
52110,2024-08-24,2,1,1
52110,2024-08-24,3,1,1
52110,2024-08-24,4,1,1
52110,2024-08-24,5,1,1
52110,2024-08-24,6,2,2
52110,2024-08-24,7,2,2
52110,2024-08-24,8,2,2
52110,2024-08-24,9,2,2
52110,2024-08-24,10,2,2
52110,2024-08-24,11,2,2
52110,2024-08-24,12,4,4
52110,2024-08-24,13,6,6
52110,2024-08-24,14,6,6
52110,2024-08-24,15,5,5
52110,2024-08-24,16,3,3
52110,2024-08-24,17,3,3
52110,2024-08-24,18,3,3
52110,2024-08-24,19,1,1
52110,2024-08-24,20,1,1
52110,2024-08-24,21,1,1
52110,2024-08-24,22,1,1
52110,2024-08-24,23,1,1
52110,2024-08-25,0,1,1
52110,2024-08-25,1,1,1
52110,2024-08-25,2,1,1
52110,2024-08-25,3,1,1
52110,2024-08-25,4,1,1
52110,2024-08-25,5,1,1
52110,2024-08-25,6,1,1
52110,2024-08-25,7,1,1
52110,2024-08-25,8,1,1
52110,2024-08-25,9,1,1
52110,2024-08-25,10,1,1
52110,2024-08-25,11,1,1
52110,2024-08-25,12,1,1
52110,2024-08-25,15,1,1
52110,2024-08-25,16,1,1
52110,2024-08-25,17,1,1
52110,2024-08-25,18,3,3
52110,2024-08-25,19,3,3
52110,2024-08-25,20,3,3
52110,2024-08-25,21,2,2
52110,2024-08-25,22,2,2
52110,2024-08-25,23,2,2
52110,2024-08-26,0,2,2
52110,2024-08-26,1,2,2
52110,2024-08-26,2,2,2
52110,2024-08-26,3,2,2
52110,2024-08-26,4,2,2
52110,2024-08-26,5,2,2
52110,2024-08-26,6,2,2
52110,2024-08-26,7,2,2
52110,2024-08-26,8,3,3
52110,2024-08-26,9,3,3
52110,2024-08-26,10,2,2
52110,2024-08-26,11,1,1
52110,2024-08-26,12,2,2
52110,2024-08-26,13,2,2
52110,2024-08-26,14,1,1
52110,2024-08-26,15,1,1
52110,2024-08-27,8,1,1
52110,2024-08-27,9,1,1
52110,2024-08-27,10,1,1
52110,2024-08-27,11,2,2
52110,2024-08-27,12,2,2
52110,2024-08-27,13,2,2
52110,2024-08-27,14,3,3
52110,2024-08-27,15,2,2
52110,2024-08-27,16,2,2
52110,2024-08-27,17,3,3
52110,2024-08-27,18,3,3
52110,2024-08-27,19,4,4
52110,2024-08-27,20,3,3
52110,2024-08-27,21,3,3
52110,2024-08-27,22,3,3
52110,2024-08-27,23,3,3
52110,2024-08-28,0,3,3
52110,2024-08-28,1,3,3
52110,2024-08-28,2,3,3
52110,2024-08-28,3,3,3
52110,2024-08-28,4,3,3
52110,2024-08-28,5,2,2
52110,2024-08-28,6,2,2
52110,2024-08-28,7,2,2
52110,2024-08-28,8,3,3
52110,2024-08-28,9,2,2
52110,2024-08-28,10,2,2
52110,2024-08-28,11,2,2
52110,2024-08-28,12,2,2
52110,2024-08-28,13,1,1
52110,2024-08-28,14,3,3
52110,2024-08-28,15,3,3
52110,2024-08-28,16,3,3
52110,2024-08-28,17,3,3
52110,2024-08-28,18,2,2
52110,2024-08-28,19,2,2
52110,2024-08-28,20,3,3
52110,2024-08-28,21,4,4
52110,2024-08-28,22,4,4
52110,2024-08-28,23,4,4
52110,2024-08-29,0,4,4
52110,2024-08-29,1,4,4
52110,2024-08-29,2,4,4
52110,2024-08-29,3,3,3
52110,2024-08-29,4,3,3
52110,2024-08-29,5,4,4
52110,2024-08-29,6,5,5
52110,2024-08-29,7,5,5
52110,2024-08-29,8,5,5
52110,2024-08-29,9,6,6
52110,2024-08-29,10,6,6
52110,2024-08-29,11,6,6
52110,2024-08-29,12,7,7
52110,2024-08-29,13,8,8
52110,2024-08-29,14,8,8
52110,2024-08-29,15,7,7
52110,2024-08-29,16,6,6
52110,2024-08-29,17,5,5
52110,2024-08-29,18,5,5
52110,2024-08-29,19,5,5
52110,2024-08-29,20,6,6
52110,2024-08-29,21,5,5
52110,2024-08-29,22,5,5
52111,2024-08-05,0,17,17
52111,2024-08-05,1,17,17
52111,2024-08-05,2,17,17
52111,2024-08-05,3,16,16
52111,2024-08-05,4,16,16
52111,2024-08-05,5,16,16
52111,2024-08-05,6,16,16
52111,2024-08-05,7,16,16
52111,2024-08-05,8,16,16
52111,2024-08-05,9,11,11
52111,2024-08-05,10,15,15
52111,2024-08-05,11,15,15
52111,2024-08-05,12,15,15
52111,2024-08-05,13,15,15
52111,2024-08-05,14,15,15
52111,2024-08-05,15,14,14
52111,2024-08-05,16,14,14
52111,2024-08-05,17,14,14
52111,2024-08-05,18,13,13
52111,2024-08-05,19,13,13
52111,2024-08-05,20,13,13
52111,2024-08-05,21,14,14
52111,2024-08-05,22,14,14
52111,2024-08-05,23,14,14
52111,2024-08-06,0,14,14
52111,2024-08-06,1,14,14
52111,2024-08-06,2,14,14
52111,2024-08-06,3,14,14
52111,2024-08-06,4,14,14
52111,2024-08-06,5,13,13
52111,2024-08-06,6,12,12
52111,2024-08-06,7,11,11
52111,2024-08-06,8,12,12
52111,2024-08-06,9,13,13
52111,2024-08-06,10,14,14
52111,2024-08-06,11,13,13
52111,2024-08-06,12,14,14
52111,2024-08-06,13,15,15
52111,2024-08-06,14,13,13
52111,2024-08-06,15,14,14
52111,2024-08-06,16,17,17
52111,2024-08-06,17,16,16
52111,2024-08-06,18,15,15
52111,2024-08-06,19,18,18
52111,2024-08-06,20,19,19
52111,2024-08-06,21,20,20
52111,2024-08-06,22,20,20
52111,2024-08-06,23,20,20
52111,2024-08-07,0,20,20
52111,2024-08-07,1,20,20
52111,2024-08-07,2,20,20
52111,2024-08-07,3,20,20
52111,2024-08-07,4,20,20
52111,2024-08-07,5,19,19
52111,2024-08-07,6,17,17
52111,2024-08-07,7,17,17
52111,2024-08-07,8,19,19
52111,2024-08-07,9,18,18
52111,2024-08-07,10,19,19
52111,2024-08-07,11,18,18
52111,2024-08-07,12,18,18
52111,2024-08-07,13,16,16
52111,2024-08-07,14,17,17
52111,2024-08-07,15,16,16
52111,2024-08-07,16,14,14
52111,2024-08-07,17,14,14
52111,2024-08-07,18,15,15
52111,2024-08-07,19,16,16
52111,2024-08-07,20,17,17
52111,2024-08-07,21,17,17
52111,2024-08-07,22,18,18
52111,2024-08-07,23,18,18
52111,2024-08-08,0,19,19
52111,2024-08-08,1,19,19
52111,2024-08-08,2,19,19
52111,2024-08-08,3,19,19
52111,2024-08-08,4,19,19
52111,2024-08-08,5,18,18
52111,2024-08-08,6,18,18
52111,2024-08-08,7,19,19
52111,2024-08-08,8,20,20
52111,2024-08-08,9,21,21
52111,2024-08-08,10,22,22
52111,2024-08-08,11,23,23
52111,2024-08-08,12,25,25
52111,2024-08-08,13,26,26
52111,2024-08-08,14,24,24
52111,2024-08-08,15,22,22
52111,2024-08-08,16,22,22
52111,2024-08-08,17,22,22
52111,2024-08-08,18,23,23
52111,2024-08-08,19,23,23
52111,2024-08-08,20,24,24
52111,2024-08-08,21,24,24
52111,2024-08-08,22,24,24
52111,2024-08-08,23,24,24
52111,2024-08-09,0,24,24
52111,2024-08-09,1,24,24
52111,2024-08-09,2,24,24
52111,2024-08-09,3,24,24
52111,2024-08-09,4,22,22
52111,2024-08-09,5,23,23
52111,2024-08-09,6,22,22
52111,2024-08-09,7,22,22
52111,2024-08-09,8,22,22
